iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents
1065,0.29621,7.96,15.35,21.24,42.46,61.80,75.04,84.21,42795.14,657
1066,0.29926,7.96,15.35,21.17,41.42,62.18,74.66,134.25,42670.81,653
1067,0.29793,7.96,15.35,21.11,42.48,61.76,74.31,135.65,42657.37,653
1068,0.29656,7.96,15.35,21.17,42.49,61.62,74.44,85.74,42649.14,653
1069,0.29781,7.96,15.34,21.11,41.78,61.64,74.71,112.16,42609.23,652
1070,0.29679,7.96,15.34,21.11,42.54,61.74,74.41,90.86,42619.27,653
1071,0.29679,7.96,15.35,21.11,42.14,61.50,74.78,85.16,42588.21,653
1072,0.29821,7.96,15.35,21.11,41.43,61.67,74.84,98.60,42652.58,652
1073,0.29847,7.96,15.34,21.10,42.08,61.84,74.73,126.00,42662.07,651
1074,0.29784,7.96,15.34,21.10,42.32,61.98,74.94,91.86,42652.11,654
1075,0.29907,7.96,15.33,21.11,42.34,61.66,74.65,135.17,42704.14,652
1076,0.29819,7.96,15.33,21.10,41.93,61.56,74.36,123.86,42569.89,650
1077,0.29790,7.96,15.33,21.10,42.07,61.73,74.22,89.29,42572.63,650
1078,0.29859,8.82,15.34,21.10,41.26,61.74,74.85,97.69,42579.19,649
1079,0.29824,8.82,15.34,21.10,41.76,61.64,74.01,116.64,42491.08,649
1080,0.29686,8.82,15.34,21.10,41.63,61.76,74.09,91.46,42442.26,649
1081,0.29707,8.82,15.34,21.17,41.96,61.61,74.45,86.37,42502.90,649
1082,0.29733,8.82,15.34,21.10,41.47,61.81,74.55,84.25,42555.87,648
1083,0.29716,8.82,15.34,21.11,42.75,62.22,74.37,87.68,42555.46,648
1084,0.29740,8.82,15.34,21.11,41.80,61.80,74.69,89.95,42596.02,651
1085,0.29812,8.82,15.35,21.18,41.50,62.27,74.08,137.98,42666.40,650
1086,0.29744,8.82,15.34,21.11,41.95,62.11,74.82,89.35,42622.04,649
1087,0.29761,8.82,15.34,21.17,41.82,61.66,74.58,85.21,42597.99,649
1088,0.29771,8.82,15.34,21.11,41.78,61.98,74.52,90.15,42634.13,651
1089,0.29845,8.82,15.36,21.18,41.42,61.82,74.38,135.52,42652.44,651
1090,0.29755,8.82,15.36,21.18,41.36,61.80,74.26,92.67,42651.66,651
1091,0.29913,8.82,15.35,21.11,41.71,61.64,74.72,119.22,42692.75,651
1092,0.29711,8.82,15.36,21.17,42.22,61.88,74.53,87.38,42652.32,651
1093,0.29853,8.82,15.36,21.11,41.63,61.86,74.86,110.36,42685.13,649
1094,0.29751,8.82,15.36,21.11,41.45,61.85,74.53,86.75,42631.84,650
1095,0.29762,8.82,15.36,21.17,41.50,61.93,74.91,86.97,42665.86,650
1096,0.29971,8.82,15.36,21.10,41.66,61.99,74.84,132.12,42713.80,650
1097,0.30098,8.82,15.36,20.98,41.48,61.38,74.62,143.87,42638.33,651
1098,0.29748,8.82,15.51,21.11,41.16,61.57,74.15,83.14,42460.07,649
1099,0.29844,8.82,15.51,21.10,40.61,61.92,74.84,84.77,42446.24,647
1100,0.29680,8.82,15.51,21.10,40.96,61.32,74.15,83.26,42308.88,646
1101,0.29698,8.82,15.51,21.10,40.92,61.36,74.63,87.13,42361.60,647
1102,0.30044,8.82,15.42,21.08,40.31,61.24,74.27,132.46,42337.57,644
1103,0.29712,8.82,15.51,21.10,40.46,61.23,73.31,87.41,42185.60,643
1104,0.29706,8.82,15.51,21.10,40.57,61.16,73.73,83.30,42231.97,643
1105,0.29848,8.82,15.42,21.08,40.78,61.10,73.77,113.78,42281.68,640
1106,0.29732,8.82,15.42,21.08,40.66,60.95,73.44,94.24,42195.80,641
1107,0.29842,8.82,15.42,20.98,40.74,61.26,73.90,126.42,42229.75,640
1108,0.29848,8.82,15.42,20.98,40.61,61.57,73.99,98.79,42206.73,640
1109,0.29743,8.82,15.42,21.08,40.90,61.81,73.73,86.83,42196.06,642
1110,0.29828,8.82,15.42,20.98,40.97,61.20,73.99,92.61,42242.94,642
1111,0.29711,8.82,15.51,21.08,41.05,61.67,73.70,89.36,42206.47,642
1112,0.29789,8.82,15.36,20.94,40.66,61.67,73.62,93.96,42158.51,640
1113,0.29717,8.82,15.36,20.94,40.84,61.70,73.03,83.83,42120.57,642
1114,0.29686,8.82,15.51,20.98,41.09,61.50,73.34,88.94,42163.10,642
1115,0.29822,8.82,15.51,20.94,40.75,61.49,73.85,100.50,42211.89,644
1116,0.29715,8.82,15.51,20.94,41.11,61.68,73.82,86.18,42179.69,645
1117,0.29920,8.82,15.52,20.94,40.86,61.68,73.84,114.78,42221.77,643
1118,0.29725,8.82,15.52,20.93,40.82,61.63,72.80,85.88,42089.87,645
1119,0.29826,8.82,15.51,20.91,40.44,61.72,73.77,92.95,42146.52,644
1120,0.29736,8.82,15.52,20.91,40.69,61.41,73.57,85.68,42103.82,645
1121,0.29828,8.82,15.52,20.93,40.58,61.63,73.61,89.90,42139.09,647
1122,0.29867,8.82,15.58,20.98,40.39,62.12,73.66,101.52,42149.71,647
1123,0.29696,8.82,15.58,21.08,40.32,61.34,73.51,84.74,42107.42,647
1124,0.29784,8.82,15.58,20.98,40.71,61.17,73.21,139.98,42058.27,646
1125,0.29706,8.82,15.58,21.08,40.59,61.05,73.40,88.12,42041.61,650
1126,0.29786,8.82,15.60,21.11,40.35,61.26,73.74,109.19,42102.74,654
1127,0.29678,8.82,15.73,21.18,40.39,61.45,73.55,91.39,42135.69,656
1128,0.29601,8.82,15.73,21.36,40.20,61.47,73.27,91.22,42139.01,660
1129,0.29529,8.82,15.73,21.42,40.51,61.54,73.43,85.11,42181.78,662
1130,0.29883,8.82,15.73,21.37,40.01,61.66,73.60,135.07,42245.90,661
1131,0.29514,8.82,15.73,21.55,40.19,61.56,73.24,86.03,42157.34,660
1132,0.29469,8.82,15.58,21.37,40.79,60.90,72.70,83.53,42056.30,657
1133,0.29509,8.82,15.58,21.42,41.30,61.21,73.53,84.13,42000.83,659
1134,0.29523,8.82,15.60,21.55,39.88,60.95,73.31,85.65,41921.06,659
1135,0.29626,8.82,15.73,21.55,40.17,61.05,73.03,90.28,41994.62,658
1136,0.29582,8.82,15.79,21.57,39.82,61.19,72.96,140.28,41967.55,658
1137,0.29421,8.82,15.79,21.63,39.79,61.61,72.46,86.22,41964.14,662
1138,0.29391,8.82,15.80,21.67,40.22,61.48,73.24,83.97,42022.41,665
1139,0.29491,8.82,15.80,21.67,40.15,61.48,72.48,125.28,42077.85,665
1140,0.29415,8.82,15.79,21.67,40.05,61.47,73.33,87.26,42047.47,666
1141,0.29500,8.82,15.80,21.94,40.07,61.12,73.21,146.69,42043.97,669
1142,0.29416,8.82,15.80,22.05,39.88,61.49,72.70,86.98,42011.48,671
1143,0.29297,8.82,15.83,22.46,40.30,61.56,72.49,84.33,42020.69,675
1144,0.29375,8.82,15.83,22.57,40.07,61.39,72.41,97.26,42077.99,682
1145,0.29165,8.82,15.94,22.89,40.54,61.62,72.64,84.34,42134.13,687
1146,0.29060,9.35,16.06,22.87,40.21,61.85,72.72,87.24,42236.15,694
1147,0.28910,9.35,16.08,23.33,40.40,61.56,73.20,86.35,42293.91,697
1148,0.28977,9.35,16.06,23.69,39.49,61.49,73.07,106.26,42360.96,699
1149,0.28864,9.35,16.06,23.90,40.00,61.55,72.44,88.52,42273.60,704
1150,0.28916,9.35,16.06,23.83,40.20,61.60,72.59,91.16,42325.76,707
1151,0.28791,9.35,16.08,24.28,39.77,61.65,72.78,87.88,42390.20,714
1152,0.28694,9.35,16.32,24.33,39.80,61.88,72.72,88.24,42499.37,719
1153,0.28571,9.35,16.45,24.44,40.86,61.81,72.60,85.56,42548.95,721
1154,0.28564,9.35,16.45,24.49,40.66,61.63,73.01,85.22,42612.79,727
1155,0.28453,9.35,16.52,24.59,40.10,61.69,72.78,101.55,42665.77,730
1156,0.28340,9.35,16.54,24.72,40.73,61.92,72.86,88.40,42697.61,736
1157,0.28243,9.35,16.56,24.86,40.29,61.63,72.84,85.99,42718.54,739
1158,0.28137,9.35,16.75,24.99,40.79,61.81,73.01,91.95,42792.10,742
1159,0.28096,9.35,16.84,24.97,41.17,61.88,73.21,88.10,42875.75,747
1160,0.27999,9.35,17.15,25.15,40.54,61.92,72.33,83.93,42915.91,750
1161,0.28115,9.35,17.40,25.16,39.93,62.23,72.32,133.70,42823.86,751
1162,0.28009,9.35,17.50,25.19,40.10,61.94,73.08,87.59,42818.74,752
1163,0.27942,9.35,17.50,25.27,40.34,62.09,73.10,87.35,42899.30,758
1164,0.27841,9.35,17.66,25.43,40.16,61.41,73.22,85.32,43003.45,761
1165,0.27687,9.35,17.72,25.50,40.62,61.49,73.29,85.61,43092.73,763
1166,0.27751,9.35,17.69,25.44,40.75,61.92,73.03,88.38,43129.04,766
1167,0.27552,9.35,17.85,25.56,40.47,62.10,72.98,90.42,43066.77,771
1168,0.27536,9.35,17.97,25.64,40.49,62.20,73.15,92.91,43129.04,774
1169,0.27666,9.35,17.90,25.59,40.59,61.59,72.96,143.36,43199.61,774
1170,0.27687,9.35,17.88,25.62,39.73,61.90,73.34,117.36,43164.01,772
1171,0.27539,9.35,17.88,25.64,40.05,62.04,72.69,85.63,43060.03,774
1172,0.27487,9.35,17.90,25.69,40.44,62.09,72.52,83.90,43104.28,774
1173,0.27502,9.35,17.90,25.93,39.84,61.65,73.16,98.37,43114.70,774
1174,0.27474,9.35,17.97,25.87,40.20,61.96,72.66,88.44,43125.29,774
1175,0.27424,9.35,18.00,25.89,39.64,61.62,72.64,114.77,43140.82,774
1176,0.27327,9.35,18.00,25.96,40.04,61.35,72.82,100.21,43143.67,773
1177,0.27364,9.35,18.00,26.00,39.97,61.73,72.96,84.81,43148.16,773
1178,0.27339,9.35,18.01,26.04,40.20,61.75,72.73,85.79,43156.78,773
1179,0.27385,9.35,18.01,26.15,39.99,61.85,73.12,90.57,43209.08,776
1180,0.27221,9.35,18.09,26.20,40.26,62.19,72.94,87.53,43299.61,777
1181,0.27273,9.35,18.08,26.32,39.93,61.97,73.19,88.90,43290.72,776
1182,0.27281,9.35,18.09,26.36,39.70,62.05,73.24,141.63,43326.04,777
1183,0.27247,9.35,18.09,26.61,39.85,62.19,73.28,119.62,43341.04,777
1184,0.27177,9.35,18.09,26.49,39.93,61.84,73.08,89.37,43357.02,778
1185,0.27064,9.35,18.24,26.57,40.27,61.90,72.91,85.81,43370.51,780
1186,0.27003,9.35,18.27,26.78,39.97,61.97,73.20,103.34,43429.67,779
1187,0.26913,9.35,18.24,26.86,40.29,62.18,72.98,86.22,43450.24,779
1188,0.26965,9.35,18.27,26.90,40.19,61.76,73.35,83.62,43457.98,779
1189,0.27031,9.35,18.27,26.89,40.30,62.12,73.05,94.36,43429.42,782
1190,0.26919,9.35,18.33,26.92,40.07,62.52,73.34,89.31,43524.43,783
1191,0.27089,9.35,18.24,26.97,40.38,62.03,73.33,108.16,43597.84,785
1192,0.26909,9.35,18.33,27.01,40.09,62.10,72.98,89.03,43576.48,784
1193,0.26937,9.35,18.33,27.09,40.12,62.01,73.27,89.02,43573.89,784
1194,0.26766,9.35,18.44,27.21,40.34,61.77,73.63,85.92,43593.38,783
1195,0.26623,9.35,18.46,27.41,40.65,61.97,72.41,91.24,43595.86,782
1196,0.26839,9.35,18.33,27.27,40.30,61.99,72.75,89.18,43601.03,780
1197,0.26771,9.35,18.33,27.25,39.99,62.06,72.33,106.03,43547.04,779
1198,0.26685,9.35,18.27,27.10,40.49,61.93,72.27,83.74,43537.50,776
1199,0.26642,9.35,18.27,27.38,39.75,61.78,72.34,82.68,43440.16,777
1200,0.26648,9.35,18.27,27.68,39.35,61.77,72.26,86.04,43429.54,777
1201,0.26717,9.35,18.27,27.68,39.47,62.51,72.50,85.83,43478.45,776
1202,0.26713,9.35,18.24,27.60,39.54,62.15,72.25,87.45,43492.97,775
1203,0.26770,9.35,18.24,27.42,39.32,61.92,72.63,87.67,43494.20,775
1204,0.26646,9.35,18.24,28.02,39.61,61.59,72.32,86.01,43545.18,775
1205,0.26677,9.35,18.24,27.71,39.74,61.89,72.62,84.35,43606.13,776
1206,0.26588,9.35,18.24,27.98,39.97,62.10,72.84,86.65,43672.28,776
1207,0.26576,9.35,18.24,28.03,39.76,61.60,72.33,84.77,43736.34,777
1208,0.26765,9.40,18.27,27.46,39.51,62.30,73.03,135.48,43811.79,777
1209,0.26686,9.40,18.33,27.69,39.60,61.66,72.96,130.41,43803.09,778
1210,0.26556,9.40,18.27,28.19,39.76,62.56,72.98,85.93,43776.53,777
1211,0.26523,9.40,18.27,28.15,39.81,61.64,72.78,85.22,43768.03,778
1212,0.26540,9.40,18.27,28.11,39.74,61.58,72.88,87.78,43740.17,777
1213,0.26774,9.40,18.09,27.90,38.76,61.98,73.12,104.07,43736.22,774
1214,0.26736,9.40,18.08,27.72,39.27,62.27,72.53,135.66,43703.96,773
1215,0.26682,9.40,18.08,27.88,39.42,61.77,72.67,112.79,43660.59,772
1216,0.26529,9.40,18.08,28.15,39.21,61.86,72.98,85.82,43649.91,773
1217,0.26653,9.40,18.08,28.10,39.10,61.98,72.66,101.97,43703.65,775
1218,0.26566,9.40,18.24,28.05,39.17,62.28,72.74,99.75,43732.10,776
1219,0.26460,9.40,18.24,28.14,39.64,61.80,72.78,87.28,43737.04,775
1220,0.26406,9.40,18.24,28.26,39.06,61.74,72.81,89.63,43741.80,776
1221,0.26509,9.40,18.09,28.26,39.59,62.09,72.82,111.43,43797.41,776
1222,0.26407,9.40,18.09,28.35,39.68,62.06,72.57,83.41,43806.70,776
1223,0.26364,9.40,18.09,28.48,39.14,62.30,72.97,86.68,43859.09,777
1224,0.26569,9.40,18.09,28.15,39.41,62.41,73.40,91.79,43925.71,778
1225,0.26364,9.40,18.09,28.27,39.18,61.96,72.83,82.68,43942.30,778
1226,0.26396,9.40,18.09,28.50,39.57,62.41,72.77,88.93,43996.21,780
1227,0.26465,9.40,18.24,28.32,39.45,62.60,72.76,148.23,44068.01,781
1228,0.26245,9.62,18.27,28.47,39.61,62.51,72.69,89.95,44104.70,781
1229,0.26217,9.62,18.24,28.38,40.10,62.23,73.11,85.21,44162.77,781
1230,0.26293,9.62,18.24,28.45,39.77,62.57,73.18,128.15,44201.20,782
1231,0.26232,9.62,18.24,28.53,39.75,62.01,72.99,94.82,44211.89,781
1232,0.26213,9.62,18.24,28.44,39.73,61.86,73.43,83.40,44210.51,781
1233,0.26376,9.62,18.09,28.60,39.45,62.53,73.23,114.17,44261.01,781
1234,0.26109,9.62,18.24,28.96,40.08,62.25,72.73,83.66,44227.45,782
1235,0.26261,9.62,18.24,28.85,39.73,62.04,73.22,123.12,44281.55,782
1236,0.26144,9.62,18.27,28.92,39.18,61.96,73.35,86.67,44305.37,782
1237,0.26130,9.62,18.27,28.96,39.90,62.13,73.43,88.25,44361.18,783
1238,0.26091,9.62,18.27,29.21,40.12,62.18,73.51,90.93,44424.97,784
1239,0.26071,9.62,18.27,29.21,40.71,62.51,73.51,87.17,44492.49,786
1240,0.26132,9.62,18.27,28.90,40.10,62.80,73.57,93.33,44568.65,787
1241,0.25990,9.62,18.27,28.94,40.31,62.49,73.56,88.11,44590.20,788
1242,0.26039,9.62,18.27,28.67,40.21,62.48,73.63,89.32,44602.40,789
1243,0.25966,9.62,18.27,29.10,40.72,62.38,73.08,87.14,44657.09,790
1244,0.25900,9.62,18.37,29.63,40.29,63.20,73.55,85.09,44727.45,792
1245,0.25906,9.62,18.46,28.61,40.27,63.43,73.68,86.42,44805.25,791
1246,0.25930,9.62,18.44,29.34,40.30,63.54,73.48,83.83,44823.84,791
1247,0.26133,9.62,18.27,28.77,39.77,62.86,73.57,132.50,44826.47,791
1248,0.25955,9.62,18.24,28.96,40.45,62.90,73.62,85.60,44773.50,791
1249,0.25869,9.62,18.27,29.30,40.06,62.87,73.59,84.16,44768.97,792
1250,0.25896,9.62,18.27,29.27,40.02,62.82,73.49,88.97,44821.79,792
1251,0.25855,9.62,18.27,29.14,40.10,62.78,73.85,87.33,44883.76,792
1252,0.25847,9.62,18.27,29.06,39.99,63.03,73.30,86.91,44946.99,793
1253,0.25985,9.62,18.24,29.08,40.39,63.21,74.07,112.48,45018.24,792
1254,0.25800,9.62,18.27,29.63,40.03,63.18,73.32,91.20,44988.23,793
1255,0.25765,9.62,18.37,29.47,40.00,63.09,73.63,87.18,45044.36,793
1256,0.25895,9.62,18.27,29.41,40.03,63.26,74.28,100.07,45107.31,793
1257,0.25759,9.62,18.27,29.34,40.30,63.10,73.50,86.18,45118.71,795
1258,0.25807,9.62,18.44,29.75,40.37,63.35,74.11,137.37,45187.15,796
1259,0.25726,9.62,18.46,29.66,40.75,63.10,74.35,89.77,45208.85,799
1260,0.25714,9.62,18.46,29.14,40.44,63.21,73.75,86.53,45196.82,797
1261,0.25861,9.62,18.44,29.42,40.61,63.24,73.99,128.29,45226.00,799
1262,0.25595,9.62,18.46,29.58,40.37,63.56,73.60,87.96,45157.72,798
1263,0.25606,9.62,18.46,29.29,40.45,63.38,73.99,88.97,45232.88,800
1264,0.25638,9.62,18.44,29.28,40.72,63.54,74.11,92.10,45301.05,799
1265,0.25862,9.62,18.24,28.84,40.63,63.49,73.89,118.65,45312.51,795
1266,0.25705,9.62,18.09,28.98,40.61,63.33,74.35,91.46,45164.05,795
1267,0.25593,9.62,18.09,29.72,40.44,63.73,73.61,87.88,45143.34,795
1268,0.25677,9.62,18.09,29.33,40.25,63.51,73.88,85.75,45113.81,796
1269,0.25689,9.62,18.24,29.11,40.67,63.48,74.05,89.48,45165.60,795
1270,0.25630,9.62,18.24,29.30,40.57,63.62,73.79,85.62,45181.86,796
1271,0.25633,9.62,18.27,29.14,40.53,63.57,73.49,86.47,45211.77,795
1272,0.25670,9.62,18.27,29.10,40.12,63.56,74.24,86.82,45216.37,797
1273,0.25523,9.67,18.46,29.34,40.32,63.12,73.91,91.74,45250.07,800
1274,0.25401,9.67,18.49,29.68,40.39,63.90,73.81,84.36,45317.54,801
1275,0.25359,9.67,18.50,29.64,40.39,63.78,74.35,86.27,45394.48,802
1276,0.25575,9.67,18.46,29.12,40.13,63.89,74.04,88.82,45389.40,799
1277,0.25349,9.67,18.50,29.27,40.26,63.34,73.90,88.02,45280.71,801
1278,0.25545,9.67,18.50,29.34,40.92,63.36,74.20,118.69,45316.08,801
1279,0.25375,9.67,18.52,28.96,40.31,63.56,73.99,92.53,45245.19,801
1280,0.25398,9.67,18.52,29.03,40.07,63.57,74.08,86.72,45282.47,802
1281,0.25689,9.67,18.49,29.02,40.19,63.49,74.21,114.70,45345.84,799
1282,0.25455,9.67,18.49,28.96,40.60,63.26,73.56,144.47,45245.91,802
1283,0.25384,9.67,18.50,28.98,40.22,63.51,74.04,88.97,45245.93,801
1284,0.25341,9.67,18.50,28.96,40.77,63.78,73.84,112.56,45214.23,800
1285,0.25244,9.67,18.50,29.02,40.42,63.27,73.66,83.52,45211.08,802
1286,0.25370,9.67,18.50,28.96,40.37,63.60,73.79,95.16,45272.64,801
1287,0.25284,9.67,18.50,29.14,40.31,63.92,74.12,91.14,45285.41,801
1288,0.25272,9.67,18.50,28.89,40.37,63.47,74.19,81.91,45212.98,801
1289,0.25247,9.67,18.50,29.05,40.16,63.20,74.13,86.15,45196.03,801
1290,0.25351,9.67,18.50,29.08,40.46,63.55,74.00,137.55,45285.60,800
1291,0.25353,9.67,18.49,28.74,40.73,63.71,74.12,83.22,45228.43,800
1292,0.25355,9.67,18.49,29.29,40.59,63.77,74.00,108.59,45252.49,801
1293,0.25266,9.67,18.50,29.26,40.45,63.91,73.78,90.41,45256.09,802
1294,0.25305,9.67,18.49,29.36,40.45,63.94,74.03,86.19,45311.15,802
1295,0.25113,9.67,18.50,29.56,41.01,63.74,73.86,84.88,45324.72,804
1296,0.25211,9.67,18.50,29.05,41.15,63.64,74.25,84.77,45379.51,805
1297,0.25160,9.67,18.50,29.18,41.08,63.77,74.24,83.87,45453.81,805
1298,0.25133,9.67,18.50,29.36,41.31,64.25,74.05,87.48,45521.07,806
1299,0.25191,9.67,18.50,29.20,41.15,64.28,74.43,87.70,45592.18,805
1300,0.25118,9.67,18.50,29.81,41.10,64.34,74.56,85.80,45608.65,805
1301,0.25480,9.67,18.50,29.10,41.00,64.25,74.96,95.54,45577.55,802
1302,0.25096,9.67,18.50,29.25,41.50,63.33,73.86,85.24,45471.77,803
1303,0.25106,9.67,18.56,29.38,41.19,63.89,74.27,87.07,45512.59,803
1304,0.25132,9.67,18.50,29.59,41.09,63.47,73.98,120.21,45572.72,803
1305,0.25054,9.67,18.56,29.66,41.18,63.29,74.46,92.43,45585.99,804
1306,0.25036,9.67,18.56,29.34,41.45,64.08,73.92,92.96,45643.67,804
1307,0.25132,9.67,18.56,29.45,41.29,64.09,74.61,92.99,45706.62,806
1308,0.25178,9.67,18.64,29.57,41.50,64.28,74.75,89.60,45786.48,805
1309,0.25097,9.67,18.56,29.55,41.38,64.83,74.43,83.68,45803.58,806
1310,0.25065,9.67,18.56,29.84,41.46,64.13,74.16,86.58,45813.02,804
1311,0.25014,9.67,18.56,29.50,41.71,63.79,74.56,89.82,45765.16,803
1312,0.24937,9.67,18.56,29.56,41.81,64.21,74.12,85.20,45761.93,806
1313,0.25007,9.67,18.56,29.91,41.67,64.17,74.90,103.16,45818.49,808
1314,0.25003,9.67,18.64,29.77,41.99,64.59,74.42,103.16,45910.10,810
1315,0.24891,9.67,18.66,29.68,41.90,64.19,74.38,103.16,45990.62,812
1316,0.24996,9.67,18.66,29.88,41.98,64.42,74.54,103.16,46063.58,811
1317,0.25086,9.67,18.64,29.92,42.20,64.04,74.56,121.98,46023.96,810
1318,0.24962,9.67,18.64,29.91,41.99,64.81,74.44,103.16,46011.91,814
1319,0.24850,9.67,18.83,29.80,42.37,64.19,74.62,103.16,46077.45,815
1320,0.24847,9.67,18.83,30.47,42.44,64.31,74.60,103.16,46142.98,815
1321,0.24890,9.67,18.66,30.17,42.35,64.46,74.42,103.16,46126.76,817
1322,0.24855,9.67,18.83,30.31,42.41,64.63,74.74,103.16,46208.20,817
1323,0.24882,9.67,18.66,30.18,42.52,64.58,74.58,103.16,46196.06,817
1324,0.24791,9.67,18.83,30.37,42.51,64.64,74.63,103.16,46242.93,817
1325,0.24811,9.67,18.83,30.11,42.64,64.55,74.72,103.16,46259.12,815
1326,0.25018,9.67,18.66,30.24,42.71,64.14,74.70,103.16,46209.29,815
1327,0.24882,9.67,18.66,29.97,42.76,64.04,74.57,103.16,46158.19,814
1328,0.24826,9.67,18.66,30.19,42.89,64.02,74.71,103.16,46148.62,817
1329,0.24881,9.67,18.66,29.86,42.90,64.47,74.85,103.16,46212.43,816
1330,0.24926,9.67,18.66,30.24,42.57,64.34,74.59,103.16,46225.13,815
1331,0.25062,9.67,18.50,30.15,42.53,64.53,74.72,129.65,46230.44,813
1332,0.24984,9.67,18.50,29.73,42.72,64.69,74.73,103.16,46124.69,812
1333,0.24926,9.67,18.50,29.95,42.77,64.00,74.75,103.16,46099.44,814
1334,0.24902,9.67,18.50,30.01,43.07,63.60,75.08,103.16,46149.04,815
1335,0.24847,9.67,18.50,30.00,43.32,64.60,75.25,103.16,46214.85,816
1336,0.24768,9.67,18.50,30.52,43.10,64.22,74.55,103.16,46244.11,816
1337,0.24785,9.67,18.56,30.16,42.99,64.11,74.76,103.16,46302.71,817
1338,0.24721,9.67,18.56,30.49,43.47,64.39,74.95,103.16,46367.04,819
1339,0.24827,9.67,18.56,30.35,43.19,64.83,75.09,103.16,46433.59,819
1340,0.24792,9.67,18.56,30.60,43.03,64.53,75.35,103.16,46500.01,822
1341,0.24693,9.67,18.64,30.90,43.11,64.82,75.08,103.16,46562.21,822
1342,0.24759,9.67,18.56,30.92,43.51,64.64,75.09,103.16,46627.61,821
1343,0.24798,9.67,18.64,30.88,43.41,64.45,75.05,126.46,46606.32,821
1344,0.24697,9.67,18.64,30.54,43.85,64.58,74.86,103.16,46619.31,820
1345,0.24715,9.67,18.64,30.95,43.82,64.36,75.39,103.16,46623.41,819
1346,0.24667,9.67,18.56,31.00,43.99,64.49,74.99,103.16,46563.93,820
1347,0.24627,9.67,18.64,30.77,43.71,64.48,75.19,89.06,46549.06,818
1348,0.24608,9.67,18.64,31.05,43.92,63.68,74.83,88.26,46450.07,821
1349,0.24701,9.67,18.66,30.72,43.49,64.49,75.36,99.57,46487.95,820
1350,0.24600,9.67,18.66,30.95,43.80,64.57,75.17,86.06,46445.07,821
1351,0.24671,9.67,18.66,30.44,43.64,64.11,75.02,89.13,46487.68,823
1352,0.24578,9.67,18.66,30.46,43.82,64.73,74.78,86.76,46548.48,824
1353,0.24553,9.67,18.66,30.55,44.32,65.03,74.80,86.19,46612.76,824
1354,0.24609,9.67,18.64,30.85,44.12,64.83,74.87,113.20,46678.61,823
1355,0.24586,9.67,18.64,31.01,44.33,64.38,75.48,88.35,46692.94,824
1356,0.24525,9.67,18.66,30.79,44.41,64.49,75.27,85.42,46703.37,824
1357,0.24455,9.67,18.83,31.55,44.52,64.42,75.05,87.77,46717.82,826
1358,0.24514,9.67,18.66,31.01,44.32,64.95,75.01,84.98,46769.50,826
1359,0.24690,9.67,18.64,30.94,44.45,64.93,75.11,126.48,46781.75,824
1360,0.24477,9.67,18.64,31.67,44.69,64.34,75.00,85.26,46739.28,824
1361,0.24736,9.67,18.44,31.02,44.62,64.42,74.98,106.29,46734.87,821
1362,0.24541,9.67,18.44,30.87,44.84,63.56,75.07,86.25,46630.65,822
1363,0.24653,9.67,18.44,30.97,44.95,64.29,75.17,149.55,46669.56,821
1364,0.24567,9.67,18.44,30.88,44.87,64.61,75.30,85.02,46674.57,823
1365,0.24567,9.67,18.56,31.15,44.73,64.21,75.12,89.85,46695.60,821
1366,0.24499,9.67,18.56,31.45,44.67,63.79,74.93,102.51,46656.76,820
1367,0.24707,9.67,18.56,30.65,44.78,63.82,75.30,90.89,46652.24,817
1368,0.24498,9.67,18.56,30.85,44.98,63.88,74.59,84.64,46562.96,818
1369,0.24526,9.67,18.56,30.48,44.80,63.54,74.72,85.84,46523.60,816
1370,0.24659,9.67,18.44,30.36,44.96,64.00,75.07,85.64,46576.55,814
1371,0.24671,9.48,18.41,30.96,45.02,63.74,74.85,85.53,46480.54,813
1372,0.24550,9.48,18.41,31.01,45.08,63.08,74.97,88.48,46408.08,814
1373,0.24502,9.48,18.44,31.01,45.14,63.46,74.69,89.15,46456.20,814
1374,0.24612,9.48,18.44,30.70,45.28,63.85,74.85,87.08,46517.90,814
1375,0.24558,9.48,18.44,30.70,45.25,64.20,74.87,86.82,46582.32,814
1376,0.24583,9.48,18.50,30.74,45.29,63.51,75.06,89.23,46608.16,813
1377,0.24509,9.48,18.50,31.06,45.53,63.41,74.96,86.72,46619.74,816
1378,0.24549,9.48,18.50,31.00,45.60,63.32,75.04,86.54,46678.40,817
1379,0.24579,9.48,18.50,31.07,45.65,64.07,75.02,86.86,46744.89,815
1380,0.24503,9.48,18.50,31.24,45.61,63.74,75.24,90.05,46713.37,815
1381,0.24616,9.48,18.50,31.06,45.71,64.12,75.38,99.68,46759.26,815
1382,0.24490,9.48,18.56,31.41,45.67,63.35,75.54,86.22,46779.49,818
1383,0.24617,9.48,18.64,30.78,45.84,63.98,75.38,108.38,46848.65,815
1384,0.24383,9.48,18.64,31.14,46.02,63.21,74.94,86.00,46761.27,815
1385,0.24391,9.48,18.56,31.51,46.15,63.73,74.66,92.48,46795.64,816
1386,0.24422,9.48,18.64,31.36,46.08,63.51,74.56,89.69,46810.40,818
1387,0.24352,9.48,18.66,31.57,46.17,63.98,74.32,87.78,46835.96,817
1388,0.24437,9.48,18.64,31.63,46.14,63.12,74.96,127.99,46844.43,817
