iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents
3736,0.27991,7.56,16.36,25.15,46.12,68.09,77.54,120.77,46666.14,728
3737,0.27789,7.56,16.36,25.37,46.66,68.03,76.76,95.14,46579.99,726
3738,0.27820,7.56,16.36,25.60,45.95,67.96,77.28,95.14,46506.71,727
3739,0.27973,7.56,16.36,25.36,45.56,68.03,77.18,112.87,46534.38,726
3740,0.27961,7.56,16.29,25.46,46.04,67.50,77.54,95.39,46456.73,727
3741,0.27877,8.75,16.36,25.65,45.75,67.47,77.78,95.14,46527.72,727
3742,0.28145,8.75,16.36,25.08,45.71,67.89,77.55,134.39,46587.43,725
3743,0.28172,8.75,16.21,24.72,45.47,67.39,76.74,124.03,46215.08,723
3744,0.28001,8.75,16.24,24.97,45.72,67.76,76.72,95.14,46192.90,722
3745,0.28227,8.75,16.28,24.94,45.47,67.63,76.83,120.81,46141.75,721
3746,0.28344,8.75,16.29,24.98,45.09,67.17,76.99,142.44,46126.35,722
3747,0.28210,8.75,16.36,24.97,44.99,66.92,77.55,111.47,45959.63,720
3748,0.28156,8.75,16.36,24.85,45.62,66.95,76.69,140.66,45950.99,719
3749,0.28209,8.75,16.36,24.70,44.83,66.77,76.42,125.75,45895.51,717
3750,0.28379,8.75,16.36,24.47,44.70,67.13,76.35,144.30,45837.51,718
3751,0.28714,8.75,16.29,24.34,44.21,66.79,76.24,125.96,45562.07,711
3752,0.28522,8.75,16.29,23.94,44.52,65.77,76.26,143.00,45247.61,708
3753,0.28752,8.75,16.24,23.71,44.18,65.46,76.30,124.66,45070.52,703
3754,0.29046,8.75,16.07,23.49,43.35,65.53,76.15,145.81,44823.39,698
3755,0.28713,8.75,16.06,23.52,43.36,65.00,75.18,133.44,44395.68,695
3756,0.28743,8.75,16.06,23.53,42.67,64.56,75.40,113.01,44340.09,695
3757,0.28667,8.75,16.06,23.52,42.64,64.62,75.23,135.12,44285.64,695
3758,0.28693,8.75,16.03,23.52,42.97,64.69,75.39,108.25,44269.36,695
3759,0.28917,8.75,15.95,23.52,42.83,64.77,75.58,131.66,44255.82,693
3760,0.28822,8.75,15.95,23.47,42.22,63.98,74.73,123.32,44137.91,691
3761,0.28799,8.75,15.90,23.26,42.59,63.77,74.87,92.38,44013.47,689
3762,0.28706,8.75,15.90,23.24,42.40,64.22,75.13,84.17,43964.43,690
3763,0.28703,8.75,15.90,23.24,42.73,63.87,74.95,87.68,44007.43,689
3764,0.28843,8.75,15.90,23.24,42.95,63.53,75.14,100.53,44006.35,689
3765,0.28716,8.75,15.90,23.30,42.96,63.99,75.17,86.82,44001.55,690
3766,0.28685,8.75,15.90,23.47,42.95,63.90,75.02,92.28,44040.83,691
3767,0.28876,8.75,15.78,23.24,43.03,64.27,75.17,121.33,44085.41,689
3768,0.28807,8.75,15.78,23.19,42.43,63.70,75.04,106.41,43952.71,687
3769,0.28949,8.75,15.76,23.06,42.58,64.12,75.19,93.07,43953.89,686
3770,0.28948,8.75,15.75,23.01,42.66,63.64,75.13,91.90,43809.78,685
3771,0.28895,8.75,15.75,22.81,42.63,63.86,75.24,89.82,43809.04,685
3772,0.28838,8.75,15.76,22.81,42.62,64.35,75.36,87.64,43812.71,686
3773,0.28838,8.75,15.76,23.06,42.45,63.94,74.79,86.64,43853.77,688
3774,0.28788,8.75,15.76,23.11,42.61,63.94,75.35,89.33,43876.15,689
3775,0.28863,8.75,15.76,23.06,42.59,63.54,75.29,88.71,43841.00,688
3776,0.28876,8.75,15.76,22.72,42.63,63.75,75.33,87.86,43907.91,686
3777,0.28930,8.75,15.76,22.71,42.77,63.57,75.28,91.28,43863.59,686
3778,0.29029,8.75,15.76,22.55,42.77,63.91,75.32,117.49,43850.19,685
3779,0.29118,8.75,15.76,22.64,42.66,63.64,75.06,121.37,43803.49,683
3780,0.28829,8.75,15.76,22.72,42.89,63.66,75.01,87.40,43700.50,684
3781,0.28883,8.06,15.75,22.72,42.62,63.73,75.56,88.15,43728.65,683
3782,0.28926,8.06,15.75,22.71,42.73,63.33,75.45,87.65,43719.72,682
3783,0.29034,8.06,15.75,22.55,42.61,63.75,75.56,95.03,43710.15,682
3784,0.29009,8.06,15.75,22.71,42.58,63.73,75.42,110.64,43666.73,680
3785,0.28923,8.06,15.75,22.71,42.66,63.26,75.30,86.84,43620.13,682
3786,0.29110,8.06,15.75,22.71,42.58,63.17,75.49,140.50,43655.12,681
3787,0.28987,8.06,15.75,22.55,42.68,63.27,75.16,85.72,43653.52,682
3788,0.28974,8.06,15.76,22.56,42.48,63.33,74.86,90.39,43703.06,682
3789,0.29083,8.06,15.76,22.71,42.47,63.82,75.52,121.67,43755.75,681
3790,0.29029,8.06,15.76,22.64,42.78,63.49,75.00,138.17,43759.28,683
3791,0.29061,8.06,15.78,22.64,42.15,63.41,75.33,87.83,43671.87,684
3792,0.29241,8.06,15.76,22.55,41.96,63.24,75.28,137.46,43718.64,682
3793,0.28979,8.06,15.76,22.64,42.87,63.45,75.58,84.62,43674.81,681
3794,0.28939,8.06,15.76,22.61,42.92,63.98,75.12,84.66,43686.48,682
3795,0.29079,8.06,15.75,22.55,42.50,63.67,75.04,136.51,43735.72,682
3796,0.28993,8.06,15.75,22.64,42.33,63.14,74.93,119.69,43740.55,682
3797,0.28938,8.06,15.75,22.71,42.91,63.02,75.54,84.85,43735.77,682
3798,0.28987,8.06,15.75,22.64,42.67,62.74,75.36,85.48,43695.68,682
3799,0.28962,8.06,15.75,22.71,42.70,63.19,75.49,90.64,43765.71,685
3800,0.29026,8.06,15.78,22.64,42.90,63.77,75.17,86.47,43844.44,685
3801,0.28967,8.06,15.90,22.71,42.66,63.53,75.26,88.14,43860.97,685
3802,0.28964,8.06,15.90,22.64,42.78,62.87,75.34,90.81,43786.42,684
3803,0.29124,8.06,15.78,22.64,42.86,63.16,75.40,122.91,43841.56,683
3804,0.29144,8.06,15.78,22.53,42.93,63.23,75.45,131.74,43842.38,683
3805,0.29152,8.06,15.76,22.53,43.01,62.97,75.58,111.92,43787.67,682
3806,0.29060,8.06,15.75,22.49,42.96,63.09,75.18,88.78,43639.34,681
3807,0.29126,8.06,15.75,22.44,43.05,62.97,75.48,122.74,43605.96,683
3808,0.29082,8.06,15.78,22.44,42.75,63.04,75.33,91.70,43614.86,682
3809,0.29070,8.06,15.78,22.53,43.20,63.14,75.65,88.41,43615.68,684
3810,0.28992,8.06,15.90,22.55,43.05,63.19,75.55,84.29,43665.03,685
3811,0.29251,8.06,15.90,22.53,43.11,63.25,75.68,134.65,43727.54,683
3812,0.29034,8.06,15.90,22.44,42.62,63.12,74.96,83.21,43603.99,683
3813,0.29143,8.06,15.78,22.44,42.93,63.41,74.91,109.13,43657.67,681
3814,0.29037,8.06,15.90,22.44,42.92,63.26,75.01,85.76,43567.04,681
3815,0.29095,8.06,15.90,22.44,43.04,63.12,74.98,88.81,43591.96,680
3816,0.29065,8.06,15.90,22.44,42.59,63.20,75.34,86.16,43589.85,680
3817,0.29086,8.06,15.90,22.44,42.81,63.26,75.20,86.13,43558.45,679
3818,0.29157,8.06,15.90,22.44,42.26,62.98,75.65,90.97,43543.85,677
3819,0.29050,8.06,15.90,22.39,42.77,63.07,75.39,86.49,43569.08,677
3820,0.29158,8.06,15.78,22.39,43.10,63.04,75.52,123.77,43616.99,676
3821,0.29194,8.06,15.75,22.15,43.12,63.44,75.50,93.62,43531.93,675
3822,0.29104,8.06,15.76,22.15,43.21,63.00,75.50,86.23,43552.79,676
3823,0.29339,8.06,15.75,22.13,43.08,63.04,75.97,104.67,43585.16,675
3824,0.29191,8.06,15.75,22.13,42.83,63.27,75.26,84.83,43527.12,675
3825,0.29178,8.06,15.75,22.13,43.19,62.77,75.49,86.18,43507.96,677
3826,0.29217,8.06,15.75,21.98,42.90,63.18,75.55,94.26,43466.59,676
3827,0.29314,8.06,15.72,21.98,43.00,62.65,75.06,111.90,43532.22,675
3828,0.29286,8.06,15.67,21.92,42.99,63.31,75.60,90.64,43399.68,674
3829,0.29340,8.06,15.67,21.91,43.16,62.98,75.40,128.15,43446.48,674
3830,0.29264,8.06,15.67,21.90,43.03,62.89,75.53,87.54,43445.98,675
3831,0.29194,8.06,15.72,21.90,43.20,62.87,75.12,87.64,43450.31,675
3832,0.29290,8.06,15.72,21.91,43.10,62.55,75.09,91.28,43446.43,676
3833,0.29506,8.06,15.67,21.89,42.58,62.99,74.97,127.02,43489.00,674
3834,0.29260,8.06,15.67,21.90,43.00,62.77,75.05,85.05,43398.24,675
3835,0.29312,8.06,15.67,21.91,43.06,62.72,75.12,88.37,43429.33,676
3836,0.29419,8.06,15.72,21.89,42.84,62.54,75.44,144.49,43486.95,675
3837,0.29391,8.06,15.72,21.89,43.17,62.28,75.24,86.69,43332.16,673
3838,0.29394,8.06,15.72,21.81,43.04,62.56,75.23,100.90,43363.00,671
3839,0.29471,8.06,15.72,21.71,42.50,63.01,75.33,92.87,43235.60,670
3840,0.29372,8.06,15.67,21.71,42.69,62.51,75.36,89.89,43160.99,670
3841,0.29358,8.06,15.67,21.81,43.23,62.33,75.32,87.73,43219.13,672
3842,0.29544,8.06,15.67,21.71,42.54,62.46,75.23,115.17,43197.10,670
3843,0.29564,8.06,15.67,21.64,42.40,62.43,75.18,128.30,43221.77,667
3844,0.29466,8.06,15.66,21.62,42.67,62.25,75.02,128.32,43120.94,667
3845,0.29463,8.06,15.66,21.64,42.60,62.41,75.33,100.30,43095.25,666
3846,0.29616,8.06,15.66,21.62,42.97,61.96,75.18,138.96,43091.48,664
3847,0.29367,8.06,15.67,21.56,42.90,61.95,74.49,86.20,43001.14,664
3848,0.29487,8.06,15.67,21.62,42.36,62.04,75.04,119.45,43025.39,664
3849,0.29647,8.06,15.67,21.47,42.93,62.42,74.98,140.85,43032.05,661
3850,0.29517,8.06,15.67,21.47,42.32,62.01,74.77,101.42,42825.01,658
3851,0.29464,8.06,15.67,21.47,42.66,62.06,74.90,101.42,42875.50,658
3852,0.29435,8.06,15.67,21.47,42.65,61.47,74.75,101.42,42926.98,658
3853,0.29560,8.06,15.67,21.44,42.34,62.48,75.08,101.42,42978.65,658
3854,0.29496,8.06,15.67,21.47,42.56,62.46,75.02,101.42,42986.04,657
3855,0.29639,8.06,15.67,21.44,42.56,62.11,74.96,119.32,42985.86,656
3856,0.29377,8.06,15.67,21.47,42.70,61.78,74.91,101.42,42859.49,657
3857,0.29404,8.06,15.67,21.47,43.11,61.87,74.30,101.42,42901.75,658
3858,0.29467,8.06,15.67,21.47,42.94,62.04,74.77,101.42,42907.75,656
3859,0.29611,8.06,15.67,21.44,42.73,61.31,75.00,136.21,42851.01,657
3860,0.29491,8.06,15.67,21.47,42.77,61.50,74.89,101.42,42841.14,657
3861,0.29546,8.06,15.67,21.47,42.66,61.51,74.58,126.12,42830.85,657
3862,0.29639,8.06,15.66,21.22,42.45,61.50,74.14,146.16,42762.87,654
3863,0.29528,8.06,15.65,21.12,42.11,61.40,74.08,88.22,42554.43,653
3864,0.29533,8.06,15.65,21.07,42.14,61.24,73.52,106.20,42454.51,651
3865,0.29505,8.06,15.65,21.07,42.16,61.34,74.01,87.10,42456.48,651
3866,0.29553,8.06,15.62,20.98,42.40,61.26,74.08,85.52,42415.72,650
3867,0.29558,8.06,15.62,20.98,42.00,61.42,74.34,85.41,42477.31,650
3868,0.29782,8.06,15.59,20.92,42.26,61.26,74.22,133.51,42530.41,648
3869,0.29521,8.06,15.59,20.98,41.96,61.29,74.07,89.44,42446.55,648
3870,0.29515,8.06,15.59,20.98,42.12,61.37,74.14,85.79,42470.81,649
3871,0.29620,8.06,15.59,20.92,42.42,61.46,73.96,138.44,42516.68,646
3872,0.29576,8.06,15.59,20.92,41.66,61.06,73.79,87.30,42432.52,646
3873,0.29584,8.06,15.59,20.92,41.75,61.11,74.23,88.89,42456.14,647
3874,0.29578,8.06,15.59,20.88,41.84,61.37,74.18,84.17,42418.67,646
3875,0.29842,8.06,15.59,20.83,41.22,61.77,74.54,96.45,42401.89,643
3876,0.29618,8.06,15.59,20.83,41.39,61.81,74.23,86.46,42376.68,645
3877,0.29584,8.06,15.59,20.84,41.80,61.31,74.63,85.75,42420.44,645
3878,0.29566,8.06,15.59,20.84,42.26,61.52,74.11,88.42,42469.70,645
3879,0.29620,8.06,15.59,20.83,42.03,61.48,74.22,92.25,42520.09,643
3880,0.29663,8.06,15.59,20.83,41.58,61.24,74.01,136.02,42411.02,643
3881,0.29609,8.06,15.59,20.88,41.55,61.34,74.52,85.82,42435.50,642
3882,0.29508,8.06,15.59,20.88,42.17,61.50,73.92,88.88,42437.61,644
3883,0.29562,8.06,15.62,20.98,41.60,61.46,74.38,86.87,42493.95,645
3884,0.29543,8.06,15.62,20.98,42.33,61.78,74.49,87.15,42551.40,645
3885,0.29544,8.06,15.62,20.98,42.14,61.86,74.46,89.08,42603.28,645
3886,0.29729,8.06,15.40,20.88,41.43,61.93,74.45,107.27,42575.40,644
3887,0.29836,8.06,15.40,20.84,41.89,61.99,74.18,135.83,42521.55,643
3888,0.29764,8.06,15.40,20.88,41.96,61.81,73.90,142.30,42461.06,643
3889,0.29708,8.06,15.40,20.84,42.03,61.25,73.97,121.78,42381.92,641
3890,0.29705,8.06,15.40,20.84,41.36,61.33,74.12,89.54,42307.41,643
3891,0.29650,8.06,15.41,20.88,41.14,61.55,73.65,87.73,42277.06,644
3892,0.29677,8.06,15.49,20.92,40.95,61.24,74.01,87.86,42319.17,645
3893,0.29627,8.06,15.52,20.98,41.64,61.80,73.55,87.97,42380.21,645
3894,0.29846,8.06,15.52,20.88,41.27,61.86,73.56,138.65,42352.89,643
3895,0.29677,8.06,15.52,20.84,41.24,61.38,74.20,83.49,42321.40,644
3896,0.29835,8.06,15.59,20.88,40.68,61.47,73.69,127.95,42314.36,643
3897,0.29680,8.06,15.59,20.87,40.91,61.50,73.52,87.68,42257.77,648
3898,0.29622,8.06,15.66,20.98,41.60,61.68,73.27,89.04,42331.30,647
3899,0.29574,8.06,15.67,20.95,40.93,61.31,73.71,85.74,42164.61,648
3900,0.29522,8.06,15.75,21.17,41.19,61.38,73.29,89.76,42223.45,649
3901,0.29486,8.06,15.75,21.17,41.08,61.27,73.36,84.90,42286.71,652
3902,0.29443,8.06,15.75,21.18,40.98,61.20,73.36,83.83,42210.38,652
3903,0.29476,8.06,15.75,21.22,41.16,61.45,73.59,86.73,42273.32,655
3904,0.29739,8.06,15.67,21.18,40.59,61.42,73.29,136.03,42252.70,655
3905,0.29526,8.06,15.75,21.22,40.15,61.12,73.63,129.95,42113.22,654
3906,0.29428,8.06,15.75,21.22,39.89,61.36,73.07,84.26,42030.91,653
3907,0.29463,8.06,15.75,21.22,40.12,61.48,73.04,83.61,42084.81,655
3908,0.29592,8.06,15.76,21.24,40.13,61.31,73.38,116.43,42151.91,653
3909,0.29434,8.06,15.76,21.24,40.28,61.24,73.19,86.43,42111.91,652
3910,0.29477,8.06,15.76,21.22,40.14,60.88,73.59,86.54,42102.45,651
3911,0.29407,8.06,15.76,21.24,40.81,60.59,73.35,88.60,42095.56,652
3912,0.29485,8.06,15.76,21.22,40.51,61.21,73.38,89.18,42137.47,654
3913,0.29484,8.06,15.76,21.43,40.65,60.97,73.21,100.09,42154.57,654
3914,0.29507,8.06,15.76,21.43,40.39,61.05,73.34,100.09,42140.69,658
3915,0.29442,8.06,15.78,21.57,40.48,61.12,73.14,100.09,42201.45,661
3916,0.29436,8.06,15.78,21.64,40.56,60.98,73.28,100.09,42271.98,662
3917,0.29382,8.06,15.82,21.71,40.76,61.03,73.38,100.09,42289.87,663
3918,0.29426,8.06,15.82,21.71,40.57,61.09,73.54,100.09,42333.07,666
3919,0.29483,8.06,16.01,21.81,40.53,61.42,73.85,100.16,42399.08,665
3920,0.29402,8.06,16.01,21.71,40.54,61.36,73.70,100.09,42286.64,667
3921,0.29295,8.06,16.02,21.81,40.72,61.51,73.00,100.09,42344.41,667
3922,0.29510,8.06,16.01,21.70,40.60,61.56,73.48,100.09,42316.38,669
3923,0.29345,8.06,16.01,21.71,40.66,61.46,73.34,100.09,42340.54,671
3924,0.29298,8.06,16.02,21.92,41.02,61.54,73.70,100.09,42402.17,675
3925,0.29252,8.06,16.07,21.98,40.69,61.48,73.74,100.09,42401.79,676
3926,0.29430,8.06,16.06,22.12,41.11,61.70,73.81,125.71,42487.85,679
3927,0.29141,8.06,16.21,22.15,41.14,61.79,73.13,100.09,42473.64,683
3928,0.29077,8.06,16.21,22.44,41.04,61.72,73.77,87.01,42472.53,684
3929,0.29108,8.06,16.21,22.49,40.78,61.14,73.14,88.59,42471.02,686
3930,0.29118,8.06,16.21,22.49,40.75,61.40,73.63,87.14,42447.93,685
3931,0.29086,8.06,16.21,22.58,41.26,61.26,73.21,92.03,42465.48,688
3932,0.29120,8.06,16.24,22.58,40.76,61.29,73.33,90.84,42538.10,690
3933,0.29025,8.06,16.31,22.71,40.98,61.81,73.02,100.24,42529.80,693
3934,0.29012,8.06,16.34,22.94,40.36,61.85,73.63,87.29,42546.59,694
3935,0.28905,8.06,16.34,23.20,41.03,61.29,73.04,92.81,42466.64,697
3936,0.28873,8.06,16.35,23.20,40.47,61.18,72.97,115.09,42468.97,697
3937,0.28868,8.06,16.37,23.24,40.30,61.18,72.79,136.97,42468.00,699
3938,0.28725,8.06,16.68,23.34,40.45,61.60,73.08,87.57,42487.26,699
3939,0.28781,8.06,16.68,23.20,40.09,61.29,73.07,104.78,42480.62,698
3940,0.28733,8.06,16.68,23.24,40.17,61.21,72.84,86.29,42394.30,699
3941,0.28640,8.06,16.68,23.36,40.69,61.12,73.08,83.43,42478.98,700
3942,0.28568,8.06,16.70,23.58,40.62,61.14,72.69,84.03,42548.36,704
3943,0.28595,8.06,16.80,23.44,41.24,61.51,72.98,87.58,42638.90,705
3944,0.28598,8.06,16.80,23.64,41.01,61.82,72.87,86.66,42667.60,708
3945,0.28430,8.06,16.91,23.77,40.77,61.36,72.50,86.91,42627.68,709
3946,0.28497,8.06,17.02,23.80,40.12,61.40,73.00,82.74,42619.46,713
3947,0.28406,8.06,17.02,24.26,40.78,61.22,73.19,84.94,42676.98,716
3948,0.28407,8.06,17.05,24.24,40.42,61.48,73.11,88.04,42753.19,721
3949,0.28340,8.06,17.23,24.38,40.77,61.70,72.76,105.12,42798.68,723
3950,0.28206,8.06,17.36,24.50,40.86,61.35,72.75,89.20,42801.65,725
3951,0.28204,8.06,17.39,24.70,40.57,61.65,73.27,95.58,42861.68,730
3952,0.28198,8.06,17.55,24.65,40.62,61.50,73.06,128.32,42851.10,730
3953,0.28125,8.06,17.62,24.92,40.11,61.74,73.12,95.58,42894.87,731
3954,0.28084,8.06,17.62,25.08,40.40,61.71,73.39,95.58,42916.22,731
3955,0.28128,8.06,17.62,25.11,40.81,61.34,73.46,109.17,42968.20,731
3956,0.28098,8.06,17.62,25.11,40.72,61.37,73.14,120.53,42983.81,731
3957,0.28158,8.06,17.62,25.28,40.23,61.05,73.05,125.01,42907.43,729
3958,0.27990,8.06,17.62,25.11,41.12,61.37,72.98,95.58,42931.06,728
3959,0.27994,8.06,17.62,25.46,40.17,61.38,73.42,112.68,42899.01,731
3960,0.27864,8.06,17.71,25.33,40.31,61.27,73.15,95.58,42909.88,732
3961,0.27906,8.06,17.71,25.43,40.58,61.12,73.22,95.58,42919.14,734
3962,0.27848,8.06,17.71,25.17,40.05,61.08,73.25,95.58,42922.92,737
3963,0.27795,8.06,17.73,25.33,40.35,61.04,73.49,95.58,42982.41,739
3964,0.27735,8.06,17.75,25.33,40.90,61.36,73.33,95.58,43051.80,741
3965,0.27750,8.06,17.83,25.34,40.74,61.41,73.33,115.19,43122.98,742
3966,0.27705,8.06,17.83,25.34,40.23,61.59,73.37,95.58,43149.99,744
3967,0.27655,8.06,17.84,25.77,40.63,61.49,73.48,95.58,43213.26,751
3968,0.27477,8.06,18.03,25.72,40.65,61.41,73.08,85.57,43203.87,753
3969,0.27515,8.06,18.05,25.63,40.34,61.42,73.44,87.32,43164.31,757
3970,0.27486,8.06,18.05,25.68,40.31,61.49,73.21,100.49,43263.43,762
3971,0.27409,8.06,18.08,25.71,40.39,61.72,72.72,85.39,43238.44,765
3972,0.27365,8.06,18.08,25.77,40.11,61.51,72.60,86.68,43090.33,766
3973,0.27440,8.06,18.05,25.77,40.12,61.53,72.26,99.79,43142.57,766
3974,0.27320,8.06,18.05,25.77,40.15,61.50,72.37,88.47,43156.26,767
3975,0.27300,8.06,18.05,25.81,40.70,61.61,72.72,86.61,43219.23,769
3976,0.27230,8.06,18.12,25.86,40.22,61.64,72.69,88.36,43171.89,770
3977,0.27187,8.06,18.12,25.79,40.28,61.62,72.75,86.54,43204.63,772
3978,0.27096,8.06,18.12,25.92,40.91,61.44,72.83,84.12,43241.88,771
3979,0.27183,8.06,18.12,26.02,40.29,61.88,72.40,130.18,43246.16,771
3980,0.27102,8.06,18.12,26.08,40.05,61.56,72.72,86.10,43176.38,771
3981,0.27113,8.06,18.12,26.11,40.07,61.46,72.53,85.11,43245.80,770
3982,0.27135,8.06,18.12,26.18,40.23,61.42,72.46,113.52,43285.02,769
3983,0.27111,8.06,18.12,26.17,40.41,61.57,72.90,90.38,43296.24,771
3984,0.27016,8.06,18.12,26.41,39.69,61.77,72.49,85.52,43340.70,772
3985,0.27199,8.06,18.12,26.20,39.40,61.89,72.63,129.02,43353.87,772
3986,0.27142,8.06,18.08,26.31,39.50,61.82,72.63,90.07,43232.96,772
3987,0.26964,8.06,18.12,26.50,39.56,61.60,72.35,84.01,43236.41,773
3988,0.27033,8.06,18.12,26.30,39.67,61.67,72.47,85.54,43290.70,770
3989,0.26981,8.06,18.08,26.46,39.76,61.19,72.48,84.07,43234.59,769
3990,0.26992,8.06,18.08,26.49,39.45,61.85,72.55,89.60,43224.08,769
3991,0.27228,8.06,18.05,26.64,39.54,61.84,72.60,133.62,43272.53,768
3992,0.26960,8.06,18.05,26.75,39.64,61.92,72.26,82.91,43231.43,770
3993,0.27022,8.06,18.08,26.67,39.74,61.11,72.55,88.68,43283.19,771
3994,0.27032,8.06,18.08,26.85,39.55,61.57,72.97,100.12,43349.64,772
3995,0.26914,8.06,18.08,26.94,39.61,61.37,72.90,82.02,43362.33,775
3996,0.26896,8.06,18.08,26.91,39.70,62.03,72.61,86.00,43419.13,775
3997,0.26888,8.06,18.08,26.99,40.02,62.04,72.37,86.32,43480.94,776
3998,0.26766,8.74,18.12,27.11,40.44,61.99,72.83,87.73,43557.28,777
3999,0.27078,8.74,18.05,26.92,40.12,61.58,73.04,109.60,43517.55,776
4000,0.26940,8.74,18.03,26.97,39.90,61.37,72.59,84.76,43408.75,777
4001,0.26841,8.74,18.05,27.18,39.68,61.42,73.20,84.86,43476.22,777
4002,0.26978,8.74,18.05,27.19,39.69,61.83,73.16,127.79,43540.75,777
4003,0.26765,8.74,18.08,26.99,40.44,61.87,72.44,89.26,43562.11,777
4004,0.26796,8.74,18.08,27.35,39.67,62.41,72.95,90.14,43616.98,777
4005,0.26795,8.74,18.08,27.46,40.28,62.47,72.67,86.41,43678.55,778
4006,0.26701,8.74,18.08,27.42,39.87,61.77,72.54,86.99,43747.05,779
4007,0.26642,8.74,18.08,27.67,40.57,62.18,72.86,87.29,43813.84,780
4008,0.26759,8.74,18.12,27.55,40.55,62.00,73.13,134.52,43890.44,780
4009,0.26661,8.74,18.12,27.73,40.26,61.90,73.38,104.75,43876.02,780
4010,0.26560,8.74,18.14,28.06,40.33,61.93,72.77,87.40,43884.51,780
4011,0.26494,8.74,18.14,28.12,40.68,61.80,73.17,83.19,43937.04,781
4012,0.26570,8.74,18.21,27.72,40.53,62.07,73.24,89.64,44007.00,782
4013,0.26523,8.74,18.21,28.06,40.46,62.01,73.02,85.56,44076.95,782
4014,0.26524,8.74,18.21,27.71,40.89,62.06,73.53,92.34,44141.85,783
4015,0.26409,8.74,18.21,28.10,40.98,62.47,73.96,86.36,44209.74,782
4016,0.26433,8.74,18.21,28.50,40.62,62.28,73.64,94.33,44225.39,783
4017,0.26493,8.74,18.21,27.62,40.69,62.34,73.29,87.50,44204.87,783
4018,0.26366,8.74,18.21,28.30,40.88,62.47,73.62,87.61,44286.33,784
4019,0.26282,8.74,18.23,28.10,40.41,62.56,73.21,87.93,44362.13,784
4020,0.26293,8.74,18.24,27.98,40.50,62.86,73.76,85.90,44387.66,786
4021,0.26294,8.74,18.24,28.43,40.57,62.69,73.64,85.36,44450.38,787
4022,0.26369,8.74,18.42,28.16,40.72,62.34,73.04,133.01,44478.44,788
4023,0.26224,7.80,18.42,28.22,41.28,62.64,73.16,86.13,44497.81,788
4024,0.26380,7.80,18.24,28.24,39.89,62.74,73.75,139.72,44497.70,788
4025,0.26295,7.80,18.24,28.43,40.24,62.27,73.60,86.55,44497.77,788
4026,0.26336,7.80,18.21,28.46,40.89,63.28,73.32,94.66,44548.83,786
4027,0.26325,7.80,18.21,28.42,40.54,62.88,73.35,90.06,44501.25,788
4028,0.26195,7.80,18.23,28.62,40.45,62.53,73.70,86.09,44556.09,789
4029,0.26284,7.80,18.24,28.36,40.53,62.75,73.90,90.30,44624.49,791
4030,0.26131,7.80,18.47,28.80,40.38,62.60,73.60,85.90,44657.97,791
4031,0.26088,7.80,18.47,28.98,40.72,62.66,73.96,86.09,44715.78,792
4032,0.26209,7.80,18.42,29.07,40.76,62.86,73.46,136.84,44783.16,791
4033,0.26121,7.80,18.24,29.06,40.80,62.72,73.77,87.55,44794.54,791
4034,0.26048,7.80,18.24,28.71,40.95,63.13,73.49,88.16,44793.61,792
4035,0.26044,7.80,18.42,28.77,40.54,63.05,73.39,89.91,44805.07,792
4036,0.26013,7.80,18.42,28.95,40.96,62.89,73.82,85.62,44858.34,793
4037,0.26083,7.80,18.47,29.01,40.97,63.02,73.75,145.71,44929.99,793
4038,0.25881,7.80,18.49,29.14,41.00,63.09,73.79,86.79,44921.65,793
4039,0.25888,7.80,18.49,29.32,41.38,63.00,73.62,86.07,44971.12,795
4040,0.25926,7.80,18.49,29.09,41.23,63.29,74.36,88.38,45051.95,794
4041,0.26029,7.80,18.49,29.15,40.81,62.71,74.28,108.08,45017.83,792
4042,0.25884,7.80,18.49,29.23,41.07,63.11,74.08,86.67,44962.27,793
4043,0.25887,7.80,18.49,29.39,40.21,63.14,73.76,89.10,45006.50,794
4044,0.25856,7.80,18.49,29.13,39.69,63.30,73.72,87.81,44944.61,794
4045,0.25915,7.80,18.58,29.20,40.32,63.09,73.96,104.77,45021.35,794
4046,0.25839,7.80,18.58,29.02,40.80,63.45,73.63,87.63,45045.87,794
4047,0.25980,7.80,18.49,28.99,40.41,63.12,73.63,87.37,44971.51,792
4048,0.25964,7.80,18.37,29.13,39.54,63.09,73.63,131.71,44867.70,790
4049,0.25816,7.80,18.42,28.87,40.54,63.40,73.61,92.58,44872.35,791
4050,0.25913,7.80,18.47,28.80,39.99,63.17,73.77,129.11,44852.80,790
4051,0.25996,7.80,18.42,28.87,39.43,63.00,73.84,112.36,44849.22,789
4052,0.25753,7.80,18.42,29.19,39.64,62.65,73.91,85.99,44848.75,790
4053,0.25956,7.80,18.23,29.00,39.99,63.34,73.72,131.58,44902.39,790
4054,0.25772,7.80,18.23,29.22,40.05,62.82,73.87,92.02,44825.94,792
4055,0.25718,7.80,18.23,28.99,39.87,62.96,73.73,87.64,44863.25,794
4056,0.25738,7.80,18.23,28.98,40.29,62.92,73.81,88.29,44927.90,794
4057,0.25665,7.80,18.24,29.34,40.04,63.39,74.02,87.11,44949.96,794
4058,0.25731,7.80,18.14,29.37,40.00,62.95,73.93,88.45,45005.84,794
4059,0.25773,7.80,18.08,29.12,40.23,63.33,73.64,92.23,44964.49,795
