iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
4520,0.29129,15.56,52.57,74.92,134.62,194.48,225.04,461.23,138547.80,626,5.36,0.01,1.41,2.99,5.75,7.98,8.50,9.01
4521,0.29104,15.56,52.46,75.08,133.34,194.05,226.97,461.23,138465.51,626,5.35,0.00,1.38,3.01,5.75,7.97,8.51,9.01
4522,0.29212,15.56,51.73,74.43,132.10,194.74,226.76,461.23,138454.63,625,5.35,0.00,1.40,3.02,5.74,7.97,8.51,9.01
4523,0.29459,15.56,51.45,73.90,131.21,194.87,228.43,461.23,138029.53,622,5.34,0.00,1.36,2.99,5.72,7.97,8.49,9.02
4524,0.29428,15.56,51.61,73.94,131.15,193.51,228.72,461.23,138072.89,622,5.34,0.00,1.38,3.00,5.73,7.98,8.50,9.02
4525,0.29545,15.56,51.27,73.81,130.03,194.32,228.81,461.23,138120.51,619,5.33,0.00,1.37,2.99,5.73,7.97,8.50,9.02
4526,0.29531,15.56,51.27,73.55,130.22,195.40,227.62,461.23,138142.69,619,5.33,0.00,1.38,3.01,5.73,7.96,8.50,9.03
4527,0.29557,15.56,51.27,74.43,129.84,195.44,228.36,461.23,138161.30,620,5.34,0.02,1.39,3.03,5.74,7.96,8.50,9.03
4528,0.29569,15.56,51.20,73.83,128.92,194.39,227.66,461.23,138206.42,617,5.33,0.00,1.38,3.05,5.73,7.96,8.49,9.03
4529,0.29645,15.56,51.20,73.75,130.57,195.22,227.33,461.23,138047.89,616,5.33,0.00,1.39,3.06,5.70,7.94,8.49,9.03
4530,0.29688,15.56,50.95,73.84,129.83,195.22,227.89,461.23,137871.62,617,5.32,0.00,1.36,3.03,5.70,7.93,8.49,9.04
4531,0.29652,15.56,50.95,73.96,129.08,194.92,229.29,461.23,137888.44,618,5.33,0.02,1.40,3.05,5.70,7.94,8.50,9.04
4532,0.29618,15.56,50.95,74.43,128.80,193.27,226.25,461.23,137740.79,620,5.34,0.00,1.42,3.06,5.71,7.93,8.50,9.04
4533,0.29657,15.56,50.95,74.22,129.42,194.37,226.32,461.23,137807.82,619,5.34,0.00,1.43,3.08,5.71,7.93,8.50,9.04
4534,0.29621,15.56,51.20,74.74,128.22,192.80,227.56,461.23,137335.10,618,5.32,0.00,1.40,3.07,5.67,7.93,8.50,9.05
4535,0.29565,15.56,51.20,75.17,126.82,193.44,226.63,461.23,137128.35,616,5.31,0.00,1.38,3.07,5.68,7.93,8.50,9.05
4536,0.29542,15.56,51.20,75.08,128.13,194.76,226.32,461.23,137232.28,618,5.33,0.02,1.42,3.08,5.69,7.94,8.50,9.05
4537,0.29553,15.56,51.27,74.92,128.26,194.81,226.81,461.23,137336.71,618,5.34,0.04,1.45,3.10,5.70,7.94,8.51,9.05
4538,0.29662,15.56,51.61,75.11,128.37,194.05,228.06,461.23,137448.29,617,5.33,0.00,1.41,3.09,5.67,7.93,8.50,9.06
4539,0.29604,15.56,51.45,75.76,128.67,194.94,229.16,461.23,137503.77,615,5.32,0.00,1.40,3.10,5.67,7.93,8.51,9.06
4540,0.29795,15.56,51.61,75.52,128.13,195.10,230.05,461.23,137617.48,614,5.31,0.00,1.36,3.08,5.66,7.93,8.51,9.06
4541,0.30046,15.56,51.20,73.80,128.22,194.05,231.05,461.23,137080.01,609,5.28,0.00,1.37,3.03,5.61,7.90,8.50,9.06
4542,0.29988,15.56,51.27,74.55,127.50,194.58,229.77,461.23,137244.05,608,5.28,0.00,1.34,3.03,5.59,7.91,8.49,9.06
4543,0.29908,15.56,51.27,74.61,127.59,194.63,228.97,461.23,137412.13,610,5.30,0.03,1.37,3.06,5.61,7.91,8.50,9.07
4544,0.29878,15.56,51.27,74.12,128.13,193.93,228.30,441.16,137503.62,608,5.28,0.00,1.33,3.05,5.58,7.90,8.49,9.07
4545,0.29797,15.56,51.27,74.81,128.22,192.97,228.76,441.16,137580.97,609,5.30,0.01,1.35,3.06,5.60,7.91,8.49,9.07
4546,0.29882,15.56,51.20,75.64,128.13,194.58,228.57,441.16,137669.46,608,5.30,0.00,1.34,3.08,5.60,7.88,8.50,9.07
4547,0.29807,15.56,51.20,74.96,128.40,194.05,228.76,441.16,137780.43,609,5.31,0.00,1.34,3.09,5.60,7.88,8.50,9.07
4548,0.29913,15.56,51.20,74.76,128.30,194.35,229.09,441.16,137869.73,608,5.31,0.00,1.37,3.09,5.60,7.88,8.50,9.08
4549,0.30047,15.56,50.95,75.31,127.94,194.94,229.63,441.16,137970.88,605,5.30,0.00,1.39,3.07,5.60,7.86,8.49,9.08
4550,0.29971,15.56,51.20,75.32,127.62,196.05,229.42,441.16,137801.39,603,5.29,0.00,1.40,3.06,5.60,7.87,8.49,9.08
4551,0.29942,15.56,51.20,76.00,127.36,195.32,229.09,441.16,137891.48,604,5.30,0.00,1.41,3.07,5.60,7.87,8.49,9.09
4552,0.29913,15.56,50.95,75.56,127.02,195.80,228.96,441.16,138007.13,602,5.29,0.00,1.41,3.02,5.60,7.87,8.49,9.09
4553,0.29919,15.56,50.95,75.81,128.19,195.78,228.95,441.16,138099.88,602,5.30,0.00,1.40,3.03,5.61,7.87,8.49,9.09
4554,0.29929,15.56,50.95,75.81,130.07,196.02,228.85,441.16,138170.13,598,5.27,0.00,1.35,3.00,5.56,7.86,8.48,9.09
4555,0.29883,15.56,50.95,74.88,128.13,194.40,229.08,441.16,138200.54,602,5.29,0.01,1.37,3.02,5.58,7.87,8.49,9.10
4556,0.30005,15.56,49.93,75.25,126.92,194.00,230.55,441.16,137881.96,601,5.26,0.00,1.38,3.03,5.56,7.86,8.48,8.99
4557,0.29872,15.56,49.92,74.97,126.96,193.41,230.02,441.16,137518.82,602,5.27,0.00,1.38,3.04,5.56,7.84,8.48,8.99
4558,0.29805,15.56,49.92,75.81,126.62,194.17,227.68,441.16,137189.59,602,5.26,0.00,1.40,3.04,5.55,7.83,8.48,8.99
4559,0.29789,15.56,49.92,75.45,126.24,193.93,226.32,441.16,137168.29,601,5.27,0.00,1.39,3.05,5.56,7.83,8.48,9.00
4560,0.30002,15.56,49.92,75.40,125.73,194.07,227.88,565.96,137207.87,602,5.26,0.00,1.36,3.07,5.55,7.83,8.48,9.00
4561,0.29901,15.56,49.92,75.81,126.03,193.63,225.56,565.96,137247.24,605,5.28,0.02,1.37,3.08,5.56,7.83,8.48,9.00
4562,0.29964,15.56,49.93,75.52,125.53,193.82,226.46,565.96,137287.80,606,5.29,0.05,1.41,3.11,5.57,7.84,8.49,9.01
4563,0.30177,15.56,49.93,75.45,125.85,193.46,227.49,565.96,137345.73,603,5.27,0.00,1.39,3.08,5.54,7.80,8.49,9.01
4564,0.30284,15.56,49.92,74.45,126.46,193.18,228.99,565.96,137368.36,601,5.25,0.00,1.36,3.06,5.53,7.80,8.48,8.94
4565,0.30228,15.56,49.93,75.16,126.91,192.63,228.98,565.96,137351.23,600,5.24,0.00,1.36,3.06,5.53,7.78,8.47,8.94
4566,0.30196,15.56,50.95,75.45,126.61,194.31,227.69,565.96,137345.34,601,5.26,0.01,1.38,3.08,5.54,7.79,8.48,8.94
4567,0.30218,15.56,49.93,75.45,126.84,194.68,226.93,565.96,137352.47,602,5.25,0.00,1.38,3.08,5.52,7.79,8.48,8.95
4568,0.30223,15.56,49.93,75.42,126.24,194.54,226.70,565.96,137355.79,602,5.25,0.00,1.40,3.09,5.53,7.78,8.48,8.95
4569,0.30200,15.56,51.20,75.40,124.58,195.25,226.07,565.96,137253.78,601,5.24,0.00,1.40,3.10,5.54,7.78,8.49,8.96
4570,0.30239,15.56,50.18,74.82,126.24,195.98,226.08,565.96,137168.14,600,5.24,0.00,1.40,3.11,5.54,7.76,8.48,8.96
4571,0.30164,15.56,51.20,74.58,126.34,193.88,226.32,565.96,137038.95,604,5.24,0.00,1.40,3.12,5.55,7.77,8.48,8.96
4572,0.30228,15.56,51.20,74.39,126.41,192.75,227.52,565.96,136751.95,603,5.24,0.00,1.41,3.11,5.53,7.76,8.48,8.97
4573,0.30145,15.56,51.20,74.43,125.32,192.19,226.48,565.96,136518.92,604,5.25,0.02,1.43,3.14,5.53,7.77,8.49,8.97
4574,0.30139,15.56,51.20,74.43,124.32,191.28,226.43,565.96,136308.28,604,5.25,0.00,1.44,3.13,5.48,7.76,8.49,8.97
4575,0.30140,15.56,51.20,74.50,122.74,192.60,226.79,565.96,136109.35,605,5.26,0.01,1.46,3.15,5.51,7.77,8.49,8.97
4576,0.30064,15.56,51.20,74.76,122.88,191.28,226.80,565.96,135954.84,606,5.26,0.00,1.47,3.15,5.51,7.76,8.49,8.97
4577,0.30085,15.56,51.37,74.83,121.78,190.52,227.21,565.96,135816.54,604,5.24,0.00,1.46,3.16,5.49,7.73,8.48,8.98
4578,0.29924,15.56,51.70,74.88,122.71,189.87,227.66,565.96,135461.32,601,5.21,0.00,1.43,3.13,5.48,7.71,8.48,8.94
4579,0.29869,15.56,51.70,74.39,122.26,189.42,226.76,565.96,135359.35,603,5.23,0.02,1.46,3.15,5.49,7.72,8.49,8.94
4580,0.29793,15.56,51.70,74.43,121.55,189.58,226.26,565.96,134985.37,603,5.23,0.00,1.43,3.16,5.47,7.72,8.47,8.95
4581,0.29785,15.56,51.70,74.64,121.06,188.94,225.22,565.96,134641.95,602,5.23,0.00,1.44,3.17,5.48,7.71,8.47,8.95
4582,0.29728,15.56,51.70,75.45,120.75,189.50,223.97,565.96,134611.74,602,5.24,0.02,1.46,3.19,5.48,7.72,8.48,8.95
4583,0.29798,15.56,51.70,75.30,119.31,189.18,224.06,565.96,134171.17,601,5.23,0.00,1.46,3.18,5.47,7.72,8.45,8.94
4584,0.29773,15.56,51.73,74.83,119.94,188.18,225.32,565.96,134165.40,599,5.22,0.00,1.46,3.17,5.47,7.71,8.45,8.93
4585,0.29839,15.56,51.70,74.43,120.63,188.21,226.32,565.96,134133.71,600,5.22,0.00,1.43,3.16,5.48,7.69,8.45,8.93
4586,0.30013,15.56,51.27,74.83,118.90,187.88,224.76,565.96,133825.74,598,5.21,0.00,1.43,3.16,5.47,7.68,8.45,8.93
4587,0.29949,15.56,51.27,73.60,118.18,188.08,224.57,565.96,133694.54,599,5.22,0.01,1.46,3.17,5.47,7.69,8.45,8.94
4588,0.29886,15.56,51.37,74.05,118.69,187.71,224.93,565.96,133610.54,600,5.23,0.05,1.49,3.18,5.49,7.69,8.46,8.94
4589,0.29871,15.56,51.37,74.21,118.60,187.49,225.39,565.96,133523.96,602,5.25,0.07,1.52,3.19,5.50,7.70,8.46,8.94
4590,0.29815,15.56,51.70,73.78,118.34,189.00,225.65,565.96,133463.15,603,5.25,0.00,1.54,3.20,5.50,7.70,8.46,8.94
4591,0.29797,15.56,51.37,73.37,118.60,188.98,225.55,565.96,133365.47,603,5.25,0.00,1.54,3.23,5.51,7.71,8.46,8.95
4592,0.29844,15.56,51.27,72.49,119.37,188.25,226.04,565.96,133308.67,602,5.25,0.00,1.54,3.22,5.52,7.69,8.46,8.95
4593,0.29938,15.56,51.37,72.41,118.60,189.24,226.65,565.96,133287.33,602,5.24,0.00,1.50,3.21,5.52,7.66,8.45,8.95
4594,0.29915,15.56,51.20,72.13,120.21,189.24,225.20,565.96,133227.14,601,5.24,0.00,1.51,3.23,5.53,7.67,8.46,8.95
4595,0.29973,15.56,51.23,72.13,119.45,189.78,225.41,565.96,133193.70,601,5.25,0.00,1.54,3.25,5.50,7.67,8.45,8.95
4596,0.30042,15.56,51.20,72.38,119.05,190.62,225.56,565.96,133204.43,601,5.25,0.00,1.51,3.26,5.50,7.67,8.46,8.95
4597,0.30097,15.56,51.20,72.42,119.91,189.10,226.01,565.96,133231.97,600,5.26,0.00,1.52,3.27,5.50,7.66,8.46,8.96
4598,0.30212,15.56,49.82,72.38,119.91,187.92,225.46,565.96,133055.41,599,5.24,0.00,1.52,3.26,5.49,7.66,8.45,8.96
4599,0.30148,15.56,49.82,72.81,118.75,188.50,225.84,565.96,133038.27,599,5.25,0.01,1.54,3.28,5.51,7.66,8.45,8.96
4600,0.30078,15.56,49.68,73.19,118.71,187.49,226.15,565.96,132870.81,599,5.25,0.00,1.54,3.29,5.50,7.65,8.45,8.97
4601,0.30089,15.56,49.68,73.47,119.58,187.57,227.13,565.96,132928.76,600,5.26,0.02,1.58,3.30,5.52,7.65,8.45,8.97
4602,0.30041,15.56,49.68,73.91,120.63,187.85,227.39,565.96,132965.25,598,5.25,0.00,1.54,3.30,5.50,7.62,8.45,8.96
4603,0.30032,15.56,49.68,73.60,120.77,188.46,228.23,565.96,133043.97,599,5.26,0.02,1.56,3.31,5.51,7.63,8.46,8.96
4604,0.30101,15.56,49.41,72.82,120.90,188.29,226.61,565.96,133124.83,599,5.25,0.00,1.55,3.30,5.51,7.60,8.45,8.96
4605,0.29988,15.56,49.82,73.42,119.63,187.37,227.42,565.96,132862.23,597,5.24,0.00,1.55,3.29,5.50,7.59,8.45,8.97
4606,0.29969,15.56,49.82,72.94,119.63,187.21,227.55,565.96,132896.17,600,5.25,0.02,1.56,3.31,5.51,7.60,8.46,8.97
4607,0.29946,15.56,49.82,72.92,119.03,187.37,228.88,565.96,132937.64,602,5.27,0.03,1.58,3.34,5.51,7.60,8.46,8.97
4608,0.29961,15.56,49.82,73.14,118.88,187.05,228.78,565.96,133003.92,603,5.25,0.00,1.59,3.30,5.47,7.60,8.46,8.93
4609,0.29935,15.56,49.82,73.00,119.81,187.40,228.95,565.96,133019.74,603,5.26,0.00,1.58,3.32,5.47,7.60,8.45,8.93
4610,0.29914,15.56,49.82,72.70,120.23,187.37,228.71,565.96,133109.74,607,5.27,0.04,1.62,3.33,5.49,7.60,8.46,8.94
4611,0.29837,15.56,49.92,72.83,120.99,186.56,228.71,565.96,133071.91,605,5.26,0.00,1.62,3.33,5.50,7.60,8.46,8.94
4612,0.29848,15.56,49.82,73.42,120.78,186.90,229.03,565.96,133124.37,606,5.26,0.00,1.59,3.33,5.45,7.57,8.46,8.94
4613,0.29863,15.56,49.35,74.17,121.33,186.53,228.71,565.96,133163.25,607,5.25,0.00,1.61,3.30,5.44,7.53,8.45,8.95
4614,0.29794,15.56,49.68,73.83,121.22,186.74,228.61,565.96,133085.07,611,5.26,0.01,1.63,3.32,5.46,7.54,8.46,8.95
4615,0.29769,15.56,49.68,73.53,121.23,187.03,227.32,565.96,132930.08,610,5.26,0.00,1.61,3.34,5.45,7.51,8.46,8.95
4616,0.29691,15.56,49.68,73.60,121.12,185.58,227.11,565.96,132634.05,609,5.23,0.00,1.58,3.30,5.37,7.46,8.45,8.96
4617,0.29612,15.56,49.35,73.84,120.89,185.29,226.90,565.96,132443.67,610,5.25,0.01,1.62,3.32,5.38,7.47,8.46,8.96
4618,0.29518,15.56,50.33,74.39,119.87,185.85,225.78,565.96,132278.82,609,5.24,0.00,1.59,3.33,5.38,7.47,8.46,8.96
4619,0.29482,15.56,49.82,75.44,120.13,184.55,224.01,565.96,132197.11,609,5.23,0.00,1.60,3.34,5.39,7.44,8.45,8.96
4620,0.29509,15.56,50.81,75.74,119.44,183.56,223.28,565.96,132125.38,609,5.24,0.00,1.62,3.34,5.40,7.44,8.45,8.97
4621,0.29529,15.56,51.19,75.34,118.70,183.11,222.61,565.96,132117.74,614,5.23,0.00,1.61,3.36,5.40,7.45,8.45,8.97
4622,0.29529,15.56,49.82,75.21,119.43,182.76,222.84,565.96,131967.29,613,5.21,0.00,1.58,3.34,5.37,7.44,8.45,8.97
4623,0.29689,15.56,49.74,74.39,118.21,182.97,223.33,565.96,131742.88,612,5.21,0.00,1.54,3.34,5.38,7.43,8.43,8.97
4624,0.29565,15.56,49.82,74.39,118.17,183.04,223.08,565.96,131544.18,613,5.21,0.00,1.55,3.34,5.39,7.43,8.42,8.97
4625,0.29535,15.56,49.82,74.80,118.38,183.47,222.88,565.96,131402.94,615,5.22,0.01,1.57,3.35,5.39,7.44,8.42,8.98
4626,0.29434,15.56,49.82,74.42,119.17,181.60,222.26,565.96,131281.45,614,5.22,0.00,1.59,3.36,5.38,7.44,8.43,8.98
4627,0.29445,15.56,49.82,74.80,120.47,182.52,222.48,565.96,131198.01,613,5.22,0.00,1.60,3.38,5.39,7.45,8.43,8.98
4628,0.29462,15.56,50.26,73.89,119.77,182.23,221.82,565.96,131123.71,614,5.24,0.02,1.63,3.39,5.40,7.45,8.43,8.99
4629,0.29594,15.56,49.82,74.39,119.14,182.85,223.99,565.96,130640.52,612,5.23,0.00,1.65,3.35,5.40,7.45,8.43,8.99
4630,0.29602,15.56,49.74,74.39,118.75,182.84,224.32,565.96,130678.94,614,5.23,0.00,1.65,3.35,5.41,7.45,8.43,8.99
4631,0.29658,15.56,49.74,73.96,118.09,183.25,224.09,565.96,130630.04,614,5.22,0.00,1.63,3.34,5.41,7.44,8.41,9.00
4632,0.29580,15.56,49.68,74.09,119.32,182.27,222.52,565.96,130527.82,615,5.24,0.02,1.64,3.37,5.42,7.44,8.42,9.00
4633,0.29644,15.56,49.35,73.96,119.88,183.37,222.81,565.96,130489.65,617,5.23,0.00,1.63,3.36,5.41,7.44,8.42,9.00
4634,0.29608,15.56,49.35,73.79,119.32,181.16,224.42,565.96,130366.56,617,5.24,0.01,1.64,3.38,5.42,7.45,8.42,9.01
4635,0.29549,15.56,49.35,73.67,120.39,180.19,223.64,565.96,130308.50,619,5.26,0.04,1.68,3.40,5.44,7.46,8.42,9.01
4636,0.29540,15.56,49.35,73.84,119.32,180.08,222.72,565.96,130289.24,617,5.25,0.00,1.67,3.35,5.42,7.46,8.42,9.01
4637,0.29583,15.56,49.34,73.58,118.57,181.07,221.53,565.96,130275.27,618,5.26,0.00,1.68,3.36,5.43,7.45,8.42,9.01
4638,0.29609,15.56,49.34,73.41,118.38,181.26,221.86,565.96,130223.74,622,5.27,0.02,1.70,3.37,5.43,7.46,8.43,9.02
4639,0.29666,15.56,49.35,73.26,118.17,180.43,222.91,565.96,130149.81,623,5.28,0.00,1.70,3.38,5.44,7.45,8.43,9.02
4640,0.29579,15.56,49.34,72.62,118.98,179.91,222.54,565.96,130124.37,624,5.28,0.00,1.67,3.37,5.44,7.46,8.43,9.02
4641,0.29600,15.56,49.35,72.79,118.57,179.63,222.97,565.96,130138.84,625,5.29,0.04,1.69,3.39,5.45,7.47,8.43,9.03
4642,0.29688,15.56,49.34,73.18,118.57,180.23,223.11,565.96,130181.35,622,5.28,0.00,1.65,3.39,5.45,7.46,8.43,9.03
4643,0.29664,15.56,49.68,73.15,119.10,180.53,223.38,565.96,130273.35,625,5.29,0.02,1.68,3.41,5.47,7.46,8.44,9.03
4644,0.29661,15.56,49.68,73.23,118.67,179.68,223.57,565.96,130298.85,625,5.29,0.00,1.69,3.42,5.45,7.45,8.42,9.04
4645,0.29711,15.56,49.68,73.18,118.57,179.55,223.41,565.96,130315.53,627,5.28,0.00,1.70,3.40,5.45,7.45,8.43,9.04
4646,0.29751,15.56,49.58,72.62,117.57,179.44,222.28,565.96,129999.50,628,5.29,0.00,1.71,3.42,5.45,7.46,8.43,9.04
4647,0.29797,15.56,49.34,72.59,117.95,179.37,224.25,565.96,129982.80,628,5.27,0.00,1.72,3.42,5.43,7.43,8.40,9.05
4648,0.29842,15.56,49.21,73.42,117.48,180.96,224.29,469.93,129790.30,632,5.27,0.00,1.72,3.40,5.43,7.42,8.40,9.05
4649,0.29788,15.56,49.21,73.18,118.09,180.96,224.19,437.33,129592.04,632,5.27,0.00,1.75,3.41,5.44,7.40,8.38,9.05
4650,0.29596,15.56,49.20,73.71,117.48,180.09,223.47,437.33,129439.98,633,5.27,0.00,1.76,3.43,5.45,7.40,8.38,9.05
4651,0.29610,15.56,49.15,73.47,115.81,179.81,223.31,437.33,128844.76,633,5.26,0.00,1.76,3.43,5.43,7.40,8.37,9.06
4652,0.29603,15.56,49.20,73.65,115.81,179.33,223.00,437.33,128733.95,635,5.28,0.03,1.79,3.44,5.44,7.41,8.38,9.06
4653,0.29546,15.56,49.20,73.53,116.52,178.52,222.17,437.33,128647.11,638,5.29,0.06,1.81,3.46,5.45,7.41,8.38,9.07
4654,0.29498,15.56,49.20,73.15,117.19,178.28,222.69,437.33,128479.01,638,5.30,0.10,1.83,3.47,5.47,7.42,8.39,9.07
4655,0.29437,15.56,49.35,73.26,117.55,178.45,223.21,437.33,128393.05,637,5.30,0.00,1.82,3.47,5.47,7.42,8.39,9.07
4656,0.29481,15.56,49.58,72.87,116.85,179.13,223.03,437.33,128346.18,641,5.31,0.00,1.83,3.49,5.47,7.42,8.39,9.07
4657,0.29491,15.56,49.35,72.97,116.35,178.36,223.16,437.33,128311.12,642,5.32,0.01,1.86,3.50,5.48,7.42,8.40,9.08
4658,0.29489,15.56,49.58,73.13,115.81,177.69,221.87,437.33,128297.99,643,5.33,0.02,1.89,3.52,5.49,7.43,8.40,9.08
4659,0.29689,15.56,49.21,72.87,115.80,176.93,220.38,437.33,128059.96,641,5.32,0.00,1.86,3.49,5.49,7.41,8.40,9.00
4660,0.29658,15.56,49.34,72.62,116.50,175.55,220.34,437.33,128059.06,640,5.32,0.00,1.84,3.52,5.49,7.41,8.40,9.00
4661,0.29659,15.56,49.34,72.77,116.81,175.51,220.39,437.33,128098.33,645,5.34,0.04,1.86,3.52,5.51,7.41,8.41,9.00
4662,0.29680,15.56,49.34,72.62,116.96,176.24,222.10,437.33,128156.71,645,5.33,0.00,1.85,3.52,5.49,7.40,8.40,9.01
4663,0.29673,15.56,49.34,72.94,116.51,176.28,222.10,437.33,128170.85,648,5.34,0.03,1.87,3.54,5.49,7.41,8.41,9.01
4664,0.29830,15.56,49.21,72.46,115.97,177.06,222.68,437.33,128165.15,647,5.33,0.00,1.82,3.52,5.47,7.40,8.40,9.01
4665,0.29771,15.56,49.20,72.26,116.07,177.37,222.04,437.33,128112.49,646,5.33,0.00,1.79,3.51,5.47,7.38,8.39,9.02
4666,0.29647,15.56,49.21,72.62,116.09,176.33,222.02,437.33,128030.81,646,5.34,0.01,1.81,3.53,5.49,7.39,8.40,9.02
4667,0.29433,15.56,49.21,73.38,116.50,175.73,221.64,437.33,128009.27,647,5.34,0.00,1.76,3.53,5.48,7.39,8.40,9.02
4668,0.29433,15.56,49.34,72.74,117.22,175.27,221.53,437.33,128006.52,653,5.35,0.01,1.79,3.55,5.49,7.40,8.41,9.02
4669,0.29448,15.56,49.34,72.62,116.50,174.01,220.70,454.44,127892.11,655,5.35,0.00,1.79,3.56,5.50,7.40,8.41,9.02
4670,0.29506,15.56,49.20,72.50,116.50,174.22,219.24,454.44,127627.62,656,5.34,0.00,1.78,3.56,5.49,7.39,8.39,9.03
4671,0.29516,15.56,49.20,72.44,116.50,175.51,221.40,454.44,127512.73,656,5.34,0.00,1.81,3.57,5.50,7.39,8.39,9.03
4672,0.29434,22.04,49.21,72.87,116.03,175.31,220.34,454.44,127500.55,656,5.36,0.02,1.82,3.59,5.51,7.40,8.39,9.03
4673,0.29322,22.04,49.30,73.55,116.54,174.20,220.25,454.44,127533.32,656,5.36,0.00,1.81,3.60,5.51,7.39,8.39,9.04
4674,0.29260,22.04,49.35,73.43,116.98,173.98,220.10,454.44,127580.36,658,5.37,0.05,1.82,3.62,5.52,7.39,8.40,9.04
4675,0.29228,22.04,49.58,73.42,116.50,174.14,223.41,454.44,127619.29,661,5.38,0.08,1.85,3.64,5.54,7.40,8.40,9.04
4676,0.29179,22.04,49.68,73.42,115.62,174.31,220.96,454.44,127641.40,659,5.38,0.00,1.84,3.64,5.55,7.40,8.40,9.05
4677,0.29177,22.04,49.73,74.27,116.03,173.04,220.02,454.44,127607.30,656,5.37,0.00,1.86,3.63,5.55,7.38,8.40,9.02
4678,0.29326,22.04,49.68,73.93,115.51,175.21,220.56,454.44,127600.46,657,5.37,0.00,1.86,3.65,5.55,7.39,8.39,9.02
4679,0.29097,22.04,49.74,74.70,116.03,172.81,221.63,454.44,127544.30,655,5.37,0.00,1.86,3.64,5.55,7.39,8.39,9.02
4680,0.29132,22.04,49.73,73.42,116.07,174.60,222.28,454.44,127532.57,656,5.37,0.00,1.88,3.65,5.56,7.39,8.39,9.02
4681,0.29242,22.04,49.58,72.91,115.82,173.85,220.83,454.44,127201.08,657,5.36,0.00,1.87,3.64,5.54,7.38,8.37,9.03
4682,0.29279,22.04,49.21,72.76,114.62,172.44,219.45,454.44,126842.07,655,5.34,0.00,1.85,3.64,5.54,7.36,8.36,9.03
4683,0.29382,22.04,49.34,72.58,114.51,173.84,221.46,454.44,126737.03,655,5.34,0.00,1.83,3.64,5.55,7.35,8.36,9.03
4684,0.29284,22.04,49.34,72.80,114.77,173.92,219.53,454.44,126644.78,658,5.35,0.04,1.86,3.65,5.56,7.36,8.37,9.03
4685,0.29236,22.04,49.39,72.47,114.33,173.45,219.38,454.44,126569.54,660,5.36,0.06,1.87,3.67,5.57,7.37,8.37,9.04
4686,0.29154,22.04,49.52,72.70,115.08,171.48,219.94,454.44,126553.01,663,5.38,0.08,1.90,3.70,5.58,7.37,8.38,9.04
4687,0.29115,22.04,49.39,73.03,114.51,171.33,220.86,454.44,126482.00,663,5.38,0.00,1.88,3.70,5.59,7.38,8.38,9.04
4688,0.28971,22.04,49.21,73.95,114.13,171.63,220.13,454.44,126465.36,665,5.38,0.00,1.86,3.69,5.59,7.36,8.38,9.04
4689,0.28985,22.04,49.34,74.22,114.62,171.07,218.69,454.44,126321.59,665,5.38,0.00,1.88,3.70,5.60,7.36,8.38,9.05
4690,0.28895,22.04,49.58,73.92,114.13,170.15,218.90,454.44,126235.25,665,5.38,0.00,1.88,3.70,5.61,7.36,8.36,9.05
4691,0.28884,22.04,49.58,74.12,113.71,170.55,219.31,454.44,126174.35,665,5.40,0.02,1.92,3.72,5.62,7.36,8.37,9.05
4692,0.28877,22.04,49.58,74.39,114.62,171.67,219.64,454.44,126173.23,667,5.41,0.06,1.93,3.74,5.63,7.37,8.37,9.05
4693,0.29095,22.04,49.34,73.74,113.37,172.81,220.36,454.44,126186.60,668,5.40,0.00,1.93,3.75,5.65,7.37,8.35,9.01
4694,0.29014,22.04,49.39,72.99,114.13,173.12,218.07,454.44,126097.20,669,5.42,0.03,1.96,3.77,5.66,7.37,8.36,9.01
4695,0.28896,22.04,49.68,74.15,114.57,172.15,216.38,454.44,126059.20,666,5.38,0.00,1.92,3.73,5.65,7.35,8.34,9.02
4696,0.28885,22.04,49.68,74.39,114.62,172.78,219.66,454.44,126049.05,667,5.40,0.01,1.94,3.75,5.66,7.35,8.35,9.02
4697,0.28786,22.04,49.74,74.63,115.03,171.36,216.37,454.44,126089.31,668,5.40,0.00,1.94,3.74,5.67,7.35,8.35,9.02
4698,0.28948,22.04,49.74,74.36,115.20,170.75,217.53,454.44,126112.21,665,5.39,0.00,1.94,3.75,5.67,7.35,8.34,9.03
4699,0.28956,22.04,49.74,74.04,114.71,170.59,217.06,454.44,126108.81,666,5.39,0.00,1.96,3.75,5.67,7.35,8.35,8.97
4700,0.28884,22.04,49.74,73.47,113.85,170.46,218.35,454.44,126062.22,669,5.40,0.00,1.97,3.76,5.67,7.35,8.34,8.98
4701,0.29004,22.04,49.74,73.32,114.13,170.88,216.26,454.44,125960.21,668,5.39,0.00,1.98,3.77,5.67,7.35,8.34,8.98
4702,0.29038,22.04,49.73,73.41,114.62,170.75,216.31,454.44,125890.94,667,5.39,0.00,1.98,3.78,5.68,7.35,8.34,8.99
4703,0.29101,22.04,49.73,73.57,114.30,170.15,217.27,454.44,125887.86,667,5.40,0.00,2.00,3.80,5.69,7.36,8.34,8.99
4704,0.29071,22.04,49.73,74.11,113.07,169.18,217.48,454.44,125913.15,672,5.41,0.04,2.01,3.81,5.69,7.37,8.35,8.99
